,subjnum,LT0,LT1,SL0,SL1,lambda0,beta_LA
0,502,0.7144408330751963,0.07116245613195238,-0.5429027460426297,-0.22758198533665447,0.06479546484883597,-1.98181685568565
1,508,-0.16370732493252452,0.3250788092053396,-0.6441575461509954,-0.007074277534820284,0.13621944480215942,-0.8720063550763419
2,510,0.27618089006661817,-0.23793342488098512,-0.47475215720659714,-0.18342038211744144,0.048650314290939425,-0.9560821983557081
3,511,0.08693093920581882,-0.14912610696273676,-0.49987705787251235,-0.06385200154137324,0.10491499570843385,-1.8388687767557768
4,514,0.027511450742833767,-0.06026238875681919,-0.49367870502772315,0.1332034593327115,0.11817122126372531,-1.4690760459971437
5,515,0.5093820909955378,-0.05478436594059918,-0.653152826209357,-0.4627794703712489,0.07226245546368351,-1.6842673364656484
6,516,-0.3248948633179789,0.03327123711450788,-0.7526927635699602,-0.18325622500724936,0.05142094445749261,-1.3805234329819704
7,517,0.3666893282068501,0.34908563884870014,-0.7313610726137152,0.04302789667358785,0.025742239564137084,-0.8603815569881208
8,521,0.436566380525398,-0.1890352405802281,-0.8323662671894585,-0.17469530625772162,0.041374985090415345,-0.9739559888837612
9,522,-0.04563148074756645,0.19580732281264826,-0.4866867542874681,0.020972288892344655,0.07605909601999564,-1.1151536044381811
10,526,-1.216930368835253,0.2947128048598472,0.3848776622531443,0.09527729107693449,0.03469805801204466,-1.5630864927378423
11,527,0.09312030242215194,-0.07359169892880293,-0.9102933193505485,-0.4620027814823653,0.07309761267299231,-1.498006519652273
12,528,-0.018524431758140426,-0.07198515426475331,-0.6449138314296639,-0.29132369043131956,0.05202761422029926,-1.3777171620127047
13,529,0.09128100842090653,-0.17018136425053104,-0.3727460821206109,-0.34428690491595904,0.04427973894140089,-0.9927425724062879
14,532,-0.28858873440708044,-0.16189028406622535,-0.2926803673456845,-0.6805247512027269,0.016531770590327507,-0.8469551483633535
15,534,-0.3346129158146034,0.17438514034408453,0.01835985220709,0.15329458588150158,0.045936313928050684,-1.1797427909985285
16,537,0.02119441784922139,0.5714984930147862,-0.25012594062807125,0.19408323979608183,0.07641661970534828,-1.9445108401999267
17,538,0.09668875916582961,0.21723033098721692,-0.8458378154498267,-0.2649984661981173,0.05533775471943263,-1.3783641920407383
18,540,-0.5113618752679242,0.025493963239751574,0.28663936553736324,0.22374089863053354,0.06029701776495877,-1.446325517205843
19,542,-0.12917688748874562,-0.24502919724605074,-0.47418144177270855,-0.3268929939596303,0.018684728552276725,-0.9033023303024155
20,543,0.02872223042556987,-0.05570844478836072,-0.6696111722485331,-0.22841246586617564,0.04420588629752126,-0.7912169210038521
21,544,0.5942150689932044,0.2664963797261909,-0.7064587188407795,-0.13912902345176387,0.040521701225813195,-1.5264200365039597
22,550,0.07694669308976992,-0.09643814550556667,-0.46121159476393836,-0.18126388757798295,0.1246376244388658,-1.5946063847795036
23,552,-0.31002693570990536,0.30898678384133726,-0.5440904397099942,-0.20129361360262224,0.06500625130077267,-1.5498960840336
24,553,0.25558432240318485,0.32238287061999293,-1.0415278798222491,-0.45474845536313335,0.03624471519137752,-1.3930685489684884
25,554,0.4057535324422782,0.062420693567828596,-0.3438402587483955,0.2054730196402239,0.049077191717705804,-1.678511424225249
26,555,-0.08479287964625234,0.18645534729507815,-0.33569671722813804,-0.17862296563294858,0.08948809943092134,-1.9948385381490281
27,556,0.45163981877182136,0.3596763753804492,-0.5005964878942013,-0.09587156185464675,0.02550856605379791,-1.0183688039277983
28,557,0.11230504518154096,-0.20486915068289752,-0.3878695055081519,0.032448621134332244,0.03192637105251797,-1.3978722432248865
29,558,0.3073349842273057,0.10966935660506393,-0.21914182086992443,-0.2601921304476128,0.0740094567812305,-1.7078770504166396
30,562,-0.02437104975499461,-0.19805802116045243,-0.07939765632684301,-0.06401711411110576,0.05189738757497726,-1.1595563090442806
