,subjnum,LT0,LT1,SL0,SL1,lambda0,beta_LA
0,502,0.5291434806558768,0.008091630155087853,-0.5058727467794346,-0.2244497712098299,0.05333835885979358,-1.7084504080814575
1,508,-0.11175458246839101,0.247761116518382,-0.5989052584310448,-0.009908700838273922,0.11530827961279509,-1.1640709652898997
2,510,0.177155561274738,-0.2567681942124176,-0.5082935166688127,-0.15311934952674627,0.08888785783067296,-0.832550182614187
3,511,0.009802697622909312,-0.041641653284603494,-0.3963921810195319,-0.16067875684050933,0.0816438039331873,-1.8525124664619657
4,514,0.1505624220026871,-0.014605841378924614,-0.36644626224463656,-0.08107197834724067,0.08279944907199029,-1.5529078539587229
5,515,0.32070256045772294,-0.1314719035769416,-0.6511363296163857,-0.46580023176762897,0.06836877694120459,-1.86575487959461
6,516,-0.19504108726302444,0.17341340063199073,-0.5550553945739813,-0.20589478692840923,0.06766424789503106,-1.613747254826185
7,517,0.4940843394286011,0.1821226444809105,-0.6876829074987973,-0.0134220986326613,0.04575175349407269,-1.3010103208790718
8,521,0.3764554274726257,-0.13303848730935464,-0.7420029630278322,-0.24154730486981424,0.04492071262377542,-0.92304706682064
9,522,-0.062240648478246605,0.1687610549860704,-0.4236980131294723,0.09526073252890405,0.07685438836407577,-1.4498720532486367
10,526,-1.3771825152878692,0.08383536104652442,0.3247556318667242,0.08584864095859998,0.053857098561529995,-1.3225121538309919
11,527,0.33286987911759175,0.02734643186770208,-0.9725805186447504,-0.3216684424355739,0.058022302139731474,-1.5902356516309237
12,528,0.08625872646675581,0.11423922059511141,-0.5674321169397727,-0.025901582132746417,0.05723280706991649,-1.7376300196002759
13,529,0.13473387463810294,-0.11275309065261463,-0.4748043285803764,-0.2794456098623319,0.04547898483505096,-0.709328507974655
14,532,0.029126715521633532,-0.08529255622995915,-0.3801229852115713,-0.5350095623410911,0.06748936673865152,-0.9641959932518096
15,534,-0.7181960614097995,-0.052964944312431074,-0.038091244056519334,-0.016243064673498783,0.04510612900577747,-1.2609771102812612
16,537,-0.21696392528369823,0.35775926405552594,0.07025363086383621,0.4831109089383348,0.09353398057699579,-1.1555249646762236
17,538,0.18203099531653844,0.17262685446163673,-0.6914234522606781,-0.34615482257885677,0.04506915914886425,-1.103301954588519
18,540,-0.6367444642154203,0.2905716573878946,0.19480204280546495,0.14889776856298445,0.03843203887657814,-0.8484672325242917
19,542,0.07197669221642126,-0.03501184377543579,-0.40403643292682856,-0.25136345521533865,0.0957788304080505,-0.7968094187821292
20,543,0.021203453558938597,-0.016360008982485203,-0.5002141318997608,-0.10029108276849405,0.04196552996845443,-0.9782585853137145
21,544,0.5052953871529453,0.11083945517382644,-0.5936046744378687,-0.08455141313377315,0.033289816774616975,-1.374205020350571
22,550,0.14959732181171026,-0.0376488949801954,-0.6811532219493275,-0.2590808876016602,0.1111129899669075,-1.8779946570427044
23,552,-0.35927497562122823,0.1790533052154239,-0.4818154713769893,-0.14105006190590283,0.08284997686920263,-0.754623616701306
24,553,0.32842001471818416,0.1346185715619212,-0.8041131115326976,-0.15711593257900208,0.06563308327763825,-1.1961898879015158
25,554,0.25020254018659016,0.12232459056258421,-0.26270829525233685,0.1383654813471924,0.0690213295577167,-1.5245523518308768
26,555,-0.03873316304868902,0.29167896923550807,-0.43562591130629824,-0.06173471759101354,0.07166159496677985,-1.7897800142301656
